instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
13079,2012-07-04,3,1,7,3,1,3,0,1,0.68,0.6364,0.74,0.194,32
13080,2012-07-04,3,1,7,4,1,3,0,1,0.68,0.6364,0.69,0.2537,16
13081,2012-07-04,3,1,7,5,1,3,0,1,0.66,0.6212,0.69,0.0,19
13082,2012-07-04,3,1,7,6,1,3,0,1,0.66,0.6212,0.69,0.0,32
13083,2012-07-04,3,1,7,7,1,3,0,1,0.68,0.6364,0.65,0.0,72
13084,2012-07-04,3,1,7,8,1,3,0,1,0.7,0.6515,0.61,0.1045,153
13085,2012-07-04,3,1,7,9,1,3,0,1,0.76,0.697,0.52,0.0,293
13086,2012-07-04,3,1,7,10,1,3,0,1,0.8,0.7273,0.46,0.0,447
13087,2012-07-04,3,1,7,11,1,3,0,1,0.82,0.7576,0.46,0.1343,485
13088,2012-07-04,3,1,7,12,1,3,0,1,0.86,0.7879,0.41,0.2239,494
13089,2012-07-04,3,1,7,13,1,3,0,1,0.9,0.8182,0.35,0.0,499
13090,2012-07-04,3,1,7,14,1,3,0,1,0.9,0.8182,0.37,0.1642,547
13091,2012-07-04,3,1,7,15,1,3,0,1,0.92,0.8485,0.35,0.2985,454
13092,2012-07-04,3,1,7,16,1,3,0,1,0.92,0.8485,0.35,0.2537,389
13093,2012-07-04,3,1,7,17,1,3,0,1,0.92,0.8485,0.35,0.2985,414
13094,2012-07-04,3,1,7,18,1,3,0,1,0.9,0.8485,0.42,0.194,430
13095,2012-07-04,3,1,7,19,1,3,0,1,0.86,0.803,0.47,0.2239,432
13096,2012-07-04,3,1,7,20,1,3,0,1,0.86,0.803,0.47,0.2239,551
13097,2012-07-04,3,1,7,21,1,3,0,1,0.84,0.803,0.53,0.1343,584
13098,2012-07-04,3,1,7,22,1,3,0,1,0.82,0.7879,0.56,0.2239,502
13099,2012-07-04,3,1,7,23,1,3,0,2,0.78,0.697,0.43,0.0896,183
13100,2012-07-05,3,1,7,0,0,4,1,1,0.74,0.6667,0.51,0.1045,88
13101,2012-07-05,3,1,7,1,0,4,1,1,0.74,0.6667,0.51,0.2836,30
13102,2012-07-05,3,1,7,2,0,4,1,1,0.74,0.6667,0.51,0.0,18
13103,2012-07-05,3,1,7,3,0,4,1,1,0.72,0.6667,0.54,0.194,7
13104,2012-07-05,3,1,7,4,0,4,1,1,0.72,0.6667,0.58,0.0,7
13105,2012-07-05,3,1,7,5,0,4,1,1,0.72,0.6818,0.62,0.0,29
13106,2012-07-05,3,1,7,6,0,4,1,1,0.72,0.6667,0.58,0.0,133
13107,2012-07-05,3,1,7,7,0,4,1,1,0.76,0.697,0.55,0.0,343
13108,2012-07-05,3,1,7,8,0,4,1,1,0.8,0.7424,0.49,0.1343,550
13109,2012-07-05,3,1,7,9,0,4,1,1,0.84,0.7879,0.49,0.2985,293
13110,2012-07-05,3,1,7,10,0,4,1,1,0.86,0.7879,0.44,0.3582,186
13111,2012-07-05,3,1,7,11,0,4,1,1,0.9,0.8182,0.35,0.2985,244
13112,2012-07-05,3,1,7,12,0,4,1,1,0.9,0.8182,0.35,0.3582,276
13113,2012-07-05,3,1,7,13,0,4,1,1,0.92,0.8333,0.33,0.2239,310
13114,2012-07-05,3,1,7,14,0,4,1,1,0.92,0.8333,0.33,0.3284,241
13115,2012-07-05,3,1,7,15,0,4,1,1,0.92,0.8333,0.33,0.3582,254
13116,2012-07-05,3,1,7,16,0,4,1,1,0.92,0.8333,0.33,0.2537,433
13117,2012-07-05,3,1,7,17,0,4,1,1,0.92,0.8485,0.35,0.1642,689
13118,2012-07-05,3,1,7,18,0,4,1,2,0.9,0.8333,0.39,0.3284,607
13119,2012-07-05,3,1,7,19,0,4,1,2,0.88,0.803,0.39,0.2537,503
13120,2012-07-05,3,1,7,20,0,4,1,2,0.86,0.7879,0.41,0.2239,321
13121,2012-07-05,3,1,7,21,0,4,1,1,0.84,0.7727,0.47,0.194,323
13122,2012-07-05,3,1,7,22,0,4,1,1,0.82,0.803,0.59,0.1343,225
13123,2012-07-05,3,1,7,23,0,4,1,1,0.8,0.7576,0.55,0.1642,131
13124,2012-07-06,3,1,7,0,0,5,1,1,0.78,0.7424,0.62,0.1343,102
13125,2012-07-06,3,1,7,1,0,5,1,1,0.78,0.7273,0.55,0.2239,29
13126,2012-07-06,3,1,7,2,0,5,1,1,0.76,0.7121,0.62,0.1343,17
13127,2012-07-06,3,1,7,3,0,5,1,2,0.74,0.697,0.7,0.194,7
13128,2012-07-06,3,1,7,4,0,5,1,1,0.74,0.697,0.66,0.2239,6
13129,2012-07-06,3,1,7,5,0,5,1,1,0.74,0.697,0.66,0.194,35
13130,2012-07-06,3,1,7,6,0,5,1,1,0.74,0.697,0.66,0.194,131
13131,2012-07-06,3,1,7,7,0,5,1,1,0.78,0.697,0.46,0.1343,353
13132,2012-07-06,3,1,7,8,0,5,1,1,0.8,0.7121,0.41,0.1642,585
13133,2012-07-06,3,1,7,9,0,5,1,1,0.82,0.7273,0.36,0.1343,304
13134,2012-07-06,3,1,7,10,0,5,1,1,0.86,0.7424,0.3,0.0,210
13135,2012-07-06,3,1,7,11,0,5,1,1,0.84,0.7273,0.32,0.0896,233
13136,2012-07-06,3,1,7,12,0,5,1,1,0.88,0.7576,0.28,0.1045,331
13137,2012-07-06,3,1,7,13,0,5,1,1,0.9,0.7879,0.27,0.1045,293
13138,2012-07-06,3,1,7,14,0,5,1,1,0.9,0.803,0.31,0.1642,275
13139,2012-07-06,3,1,7,15,0,5,1,1,0.92,0.8182,0.29,0.194,285
13140,2012-07-06,3,1,7,16,0,5,1,1,0.92,0.8182,0.29,0.1045,369
13141,2012-07-06,3,1,7,17,0,5,1,1,0.92,0.8182,0.29,0.0,576
13142,2012-07-06,3,1,7,18,0,5,1,1,0.9,0.803,0.33,0.2537,560
13143,2012-07-06,3,1,7,19,0,5,1,1,0.88,0.7879,0.35,0.2239,418
13144,2012-07-06,3,1,7,20,0,5,1,1,0.86,0.7727,0.39,0.1045,336
13145,2012-07-06,3,1,7,21,0,5,1,1,0.82,0.7727,0.52,0.1343,300
13146,2012-07-06,3,1,7,22,0,5,1,1,0.8,0.7576,0.55,0.194,288
13147,2012-07-06,3,1,7,23,0,5,1,1,0.8,0.7879,0.63,0.1045,164
13148,2012-07-07,3,1,7,0,0,6,0,1,0.78,0.7576,0.66,0.1343,150
13149,2012-07-07,3,1,7,1,0,6,0,1,0.76,0.7273,0.7,0.1642,71
13150,2012-07-07,3,1,7,2,0,6,0,1,0.76,0.7424,0.72,0.1642,58
13151,2012-07-07,3,1,7,3,0,6,0,1,0.74,0.7121,0.74,0.1343,31
13152,2012-07-07,3,1,7,4,0,6,0,1,0.74,0.7121,0.74,0.1642,16
13153,2012-07-07,3,1,7,5,0,6,0,1,0.74,0.7121,0.74,0.194,14
13154,2012-07-07,3,1,7,6,0,6,0,1,0.74,0.7121,0.74,0.1045,31
13155,2012-07-07,3,1,7,7,0,6,0,1,0.78,0.7576,0.66,0.1045,71
13156,2012-07-07,3,1,7,8,0,6,0,1,0.82,0.8333,0.63,0.194,152
13157,2012-07-07,3,1,7,9,0,6,0,1,0.84,0.8333,0.59,0.1642,256
13158,2012-07-07,3,1,7,10,0,6,0,1,0.92,0.8636,0.37,0.2239,325
13159,2012-07-07,3,1,7,11,0,6,0,1,0.94,0.8788,0.38,0.194,367
13160,2012-07-07,3,1,7,12,0,6,0,1,0.96,0.8636,0.31,0.3582,342
13161,2012-07-07,3,1,7,13,0,6,0,2,0.96,0.8636,0.31,0.2537,360
13162,2012-07-07,3,1,7,14,0,6,0,2,0.96,0.8636,0.3,0.1343,308
13163,2012-07-07,3,1,7,15,0,6,0,1,0.96,0.8485,0.26,0.0,306
13164,2012-07-07,3,1,7,16,0,6,0,1,1.0,0.8636,0.19,0.1642,294
13165,2012-07-07,3,1,7,17,0,6,0,1,0.96,0.8485,0.26,0.1343,279
13166,2012-07-07,3,1,7,18,0,6,0,1,0.94,0.8333,0.29,0.0896,277
13167,2012-07-07,3,1,7,19,0,6,0,1,0.92,0.8333,0.33,0.1343,287
13168,2012-07-07,3,1,7,20,0,6,0,1,0.9,0.8182,0.37,0.1642,276
13169,2012-07-07,3,1,7,21,0,6,0,1,0.88,0.7879,0.37,0.194,201
13170,2012-07-07,3,1,7,22,0,6,0,1,0.84,0.8333,0.59,0.194,220
13171,2012-07-07,3,1,7,23,0,6,0,1,0.84,0.8182,0.56,0.1642,148
13172,2012-07-08,3,1,7,0,0,0,0,1,0.82,0.7879,0.56,0.1343,147
13173,2012-07-08,3,1,7,1,0,0,0,1,0.82,0.7879,0.56,0.1045,124
13174,2012-07-08,3,1,7,2,0,0,0,1,0.82,0.7727,0.52,0.1045,70
13175,2012-07-08,3,1,7,3,0,0,0,1,0.8,0.7727,0.59,0.1045,35
13176,2012-07-08,3,1,7,4,0,0,0,1,0.78,0.7576,0.66,0.1045,13
13177,2012-07-08,3,1,7,5,0,0,0,1,0.78,0.7424,0.62,0.0,6
13178,2012-07-08,3,1,7,6,0,0,0,1,0.78,0.7727,0.7,0.1343,21
13179,2012-07-08,3,1,7,7,0,0,0,1,0.8,0.803,0.66,0.0,52
13180,2012-07-08,3,1,7,8,0,0,0,1,0.84,0.803,0.53,0.1343,130
13181,2012-07-08,3,1,7,9,0,0,0,1,0.86,0.8182,0.5,0.1045,242
13182,2012-07-08,3,1,7,10,0,0,0,1,0.9,0.8636,0.45,0.0,319
13183,2012-07-08,3,1,7,11,0,0,0,1,0.92,0.8939,0.42,0.2985,389
13184,2012-07-08,3,1,7,12,0,0,0,1,0.92,0.8939,0.42,0.194,376
13185,2012-07-08,3,1,7,13,0,0,0,1,0.94,0.8788,0.38,0.2537,337
13186,2012-07-08,3,1,7,14,0,0,0,1,0.96,0.9091,0.36,0.1642,312
13187,2012-07-08,3,1,7,15,0,0,0,3,0.92,0.8939,0.42,0.2836,298
13188,2012-07-08,3,1,7,16,0,0,0,2,0.8,0.803,0.66,0.2239,291
13189,2012-07-08,3,1,7,17,0,0,0,1,0.78,0.7424,0.59,0.0,270
13190,2012-07-08,3,1,7,18,0,0,0,1,0.78,0.7424,0.62,0.1045,253
13191,2012-07-08,3,1,7,19,0,0,0,1,0.78,0.7424,0.62,0.1642,250
13192,2012-07-08,3,1,7,20,0,0,0,1,0.76,0.7273,0.7,0.0896,285
13193,2012-07-08,3,1,7,21,0,0,0,1,0.76,0.7273,0.7,0.1343,207
13194,2012-07-08,3,1,7,22,0,0,0,3,0.74,0.697,0.7,0.0896,122
13195,2012-07-08,3,1,7,23,0,0,0,3,0.68,0.6364,0.83,0.0896,123
13196,2012-07-09,3,1,7,0,0,1,1,2,0.68,0.6364,0.89,0.0896,39
13197,2012-07-09,3,1,7,1,0,1,1,3,0.7,0.6667,0.89,0.1045,18
13198,2012-07-09,3,1,7,2,0,1,1,3,0.7,0.6667,0.89,0.194,5
13199,2012-07-09,3,1,7,3,0,1,1,3,0.7,0.6667,0.89,0.194,5
13200,2012-07-09,3,1,7,4,0,1,1,3,0.66,0.5909,0.89,0.3881,2
13201,2012-07-09,3,1,7,5,0,1,1,2,0.66,0.6061,0.83,0.2239,28
13202,2012-07-09,3,1,7,6,0,1,1,3,0.64,0.5758,0.89,0.2537,92
13203,2012-07-09,3,1,7,7,0,1,1,3,0.66,0.6061,0.83,0.2239,230
13204,2012-07-09,3,1,7,8,0,1,1,2,0.66,0.6061,0.83,0.1642,455
13205,2012-07-09,3,1,7,9,0,1,1,2,0.66,0.6061,0.83,0.1642,363
13206,2012-07-09,3,1,7,10,0,1,1,2,0.66,0.6061,0.83,0.194,175
13207,2012-07-09,3,1,7,11,0,1,1,2,0.72,0.6818,0.62,0.1343,216
13208,2012-07-09,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,266
13209,2012-07-09,3,1,7,13,0,1,1,2,0.76,0.697,0.55,0.2537,255
13210,2012-07-09,3,1,7,14,0,1,1,2,0.74,0.6818,0.55,0.2537,242
13211,2012-07-09,3,1,7,15,0,1,1,2,0.76,0.6818,0.45,0.2239,280
13212,2012-07-09,3,1,7,16,0,1,1,1,0.78,0.697,0.4,0.2836,413
13213,2012-07-09,3,1,7,17,0,1,1,1,0.78,0.697,0.4,0.1642,849
13214,2012-07-09,3,1,7,18,0,1,1,1,0.76,0.6818,0.48,0.1343,872
13215,2012-07-09,3,1,7,19,0,1,1,1,0.74,0.6818,0.55,0.1642,631
13216,2012-07-09,3,1,7,20,0,1,1,2,0.74,0.6818,0.55,0.1045,447
13217,2012-07-09,3,1,7,21,0,1,1,2,0.74,0.6818,0.55,0.0896,331
13218,2012-07-09,3,1,7,22,0,1,1,2,0.72,0.6667,0.58,0.1045,224
13219,2012-07-09,3,1,7,23,0,1,1,2,0.7,0.6515,0.65,0.1045,131
13220,2012-07-10,3,1,7,0,0,2,1,1,0.7,0.6515,0.7,0.0896,69
13221,2012-07-10,3,1,7,1,0,2,1,1,0.7,0.6667,0.74,0.1343,15
13222,2012-07-10,3,1,7,2,0,2,1,1,0.7,0.6667,0.74,0.1343,16
13223,2012-07-10,3,1,7,3,0,2,1,1,0.68,0.6364,0.79,0.0,3
13224,2012-07-10,3,1,7,4,0,2,1,1,0.68,0.6364,0.79,0.1343,4
13225,2012-07-10,3,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1343,42
13226,2012-07-10,3,1,7,6,0,2,1,2,0.68,0.6364,0.79,0.1045,187
13227,2012-07-10,3,1,7,7,0,2,1,2,0.7,0.6667,0.74,0.1045,520
13228,2012-07-10,3,1,7,8,0,2,1,1,0.72,0.697,0.74,0.1343,649
13229,2012-07-10,3,1,7,9,0,2,1,1,0.74,0.697,0.66,0.1343,331
13230,2012-07-10,3,1,7,10,0,2,1,1,0.76,0.7121,0.62,0.194,190
13231,2012-07-10,3,1,7,11,0,2,1,1,0.8,0.7273,0.46,0.194,249
13232,2012-07-10,3,1,7,12,0,2,1,1,0.8,0.7121,0.41,0.1343,272
13233,2012-07-10,3,1,7,13,0,2,1,1,0.82,0.7273,0.38,0.194,280
13234,2012-07-10,3,1,7,14,0,2,1,1,0.82,0.7273,0.38,0.1642,242
13235,2012-07-10,3,1,7,15,0,2,1,1,0.8,0.7121,0.41,0.2239,265
13236,2012-07-10,3,1,7,16,0,2,1,1,0.8,0.7273,0.43,0.2239,435
13237,2012-07-10,3,1,7,17,0,2,1,1,0.78,0.7121,0.49,0.194,872
13238,2012-07-10,3,1,7,18,0,2,1,3,0.7,0.6667,0.74,0.2239,819
13239,2012-07-10,3,1,7,19,0,2,1,3,0.7,0.6667,0.74,0.2239,414
13240,2012-07-10,3,1,7,20,0,2,1,3,0.64,0.5758,0.83,0.2239,84
13241,2012-07-10,3,1,7,21,0,2,1,3,0.64,0.5758,0.89,0.1045,90
13242,2012-07-10,3,1,7,22,0,2,1,2,0.64,0.5758,0.83,0.1343,139
13243,2012-07-10,3,1,7,23,0,2,1,2,0.64,0.5758,0.89,0.1045,103
13244,2012-07-11,3,1,7,0,0,3,1,2,0.66,0.6061,0.83,0.1343,44
13245,2012-07-11,3,1,7,1,0,3,1,1,0.64,0.5758,0.89,0.0,14
13246,2012-07-11,3,1,7,2,0,3,1,1,0.64,0.5758,0.89,0.0,5
13247,2012-07-11,3,1,7,3,0,3,1,1,0.64,0.5758,0.89,0.1343,5
13248,2012-07-11,3,1,7,4,0,3,1,1,0.64,0.5758,0.89,0.1343,7
13249,2012-07-11,3,1,7,5,0,3,1,1,0.64,0.5758,0.89,0.0,41
13250,2012-07-11,3,1,7,6,0,3,1,1,0.64,0.5758,0.89,0.1343,185
13251,2012-07-11,3,1,7,7,0,3,1,2,0.66,0.6061,0.83,0.1045,497
13252,2012-07-11,3,1,7,8,0,3,1,2,0.68,0.6364,0.79,0.1642,674
13253,2012-07-11,3,1,7,9,0,3,1,2,0.7,0.6667,0.74,0.1343,328
13254,2012-07-11,3,1,7,10,0,3,1,2,0.72,0.6818,0.62,0.1343,195
13255,2012-07-11,3,1,7,11,0,3,1,2,0.76,0.7121,0.58,0.1343,229
13256,2012-07-11,3,1,7,12,0,3,1,2,0.78,0.697,0.43,0.0,292
13257,2012-07-11,3,1,7,13,0,3,1,2,0.8,0.7121,0.42,0.1642,273
13258,2012-07-11,3,1,7,14,0,3,1,1,0.8,0.7121,0.41,0.2239,241
13259,2012-07-11,3,1,7,15,0,3,1,1,0.8,0.7121,0.41,0.2537,276
13260,2012-07-11,3,1,7,16,0,3,1,1,0.8,0.7121,0.38,0.194,411
13261,2012-07-11,3,1,7,17,0,3,1,1,0.8,0.697,0.31,0.2239,830
13262,2012-07-11,3,1,7,18,0,3,1,1,0.78,0.6818,0.38,0.2537,814
13263,2012-07-11,3,1,7,19,0,3,1,1,0.74,0.6667,0.48,0.2239,633
13264,2012-07-11,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,483
13265,2012-07-11,3,1,7,21,0,3,1,1,0.72,0.6667,0.58,0.2239,391
13266,2012-07-11,3,1,7,22,0,3,1,1,0.72,0.6667,0.58,0.2537,244
13267,2012-07-11,3,1,7,23,0,3,1,2,0.7,0.6515,0.58,0.2537,152
13268,2012-07-12,3,1,7,0,0,4,1,2,0.68,0.6364,0.61,0.0,56
13269,2012-07-12,3,1,7,1,0,4,1,2,0.66,0.6212,0.61,0.0,21
13270,2012-07-12,3,1,7,2,0,4,1,2,0.66,0.6212,0.65,0.0896,9
13271,2012-07-12,3,1,7,3,0,4,1,1,0.64,0.6061,0.69,0.1045,10
13272,2012-07-12,3,1,7,4,0,4,1,1,0.64,0.6061,0.73,0.1045,5
13273,2012-07-12,3,1,7,5,0,4,1,1,0.62,0.5909,0.73,0.1045,44
13274,2012-07-12,3,1,7,6,0,4,1,1,0.64,0.6061,0.73,0.0896,178
13275,2012-07-12,3,1,7,7,0,4,1,1,0.64,0.6061,0.73,0.1343,512
13276,2012-07-12,3,1,7,8,0,4,1,1,0.68,0.6364,0.65,0.1343,702
13277,2012-07-12,3,1,7,9,0,4,1,1,0.72,0.6667,0.58,0.1045,327
13278,2012-07-12,3,1,7,10,0,4,1,1,0.74,0.6667,0.48,0.1642,214
13279,2012-07-12,3,1,7,11,0,4,1,1,0.76,0.6818,0.45,0.1045,215
13280,2012-07-12,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,292
13281,2012-07-12,3,1,7,13,0,4,1,1,0.8,0.697,0.33,0.2239,277
13282,2012-07-12,3,1,7,14,0,4,1,1,0.78,0.6818,0.33,0.2239,209
13283,2012-07-12,3,1,7,15,0,4,1,1,0.8,0.7121,0.36,0.194,271
13284,2012-07-12,3,1,7,16,0,4,1,1,0.8,0.7121,0.36,0.194,439
13285,2012-07-12,3,1,7,17,0,4,1,1,0.76,0.6818,0.43,0.2239,795
13286,2012-07-12,3,1,7,18,0,4,1,1,0.76,0.6818,0.45,0.1343,825
13287,2012-07-12,3,1,7,19,0,4,1,1,0.74,0.6667,0.48,0.2239,629
13288,2012-07-12,3,1,7,20,0,4,1,1,0.74,0.6667,0.48,0.2239,514
13289,2012-07-12,3,1,7,21,0,4,1,1,0.72,0.6667,0.48,0.2239,373
13290,2012-07-12,3,1,7,22,0,4,1,1,0.72,0.6667,0.51,0.1642,318
13291,2012-07-12,3,1,7,23,0,4,1,2,0.7,0.6515,0.51,0.2239,211
13292,2012-07-13,3,1,7,0,0,5,1,2,0.7,0.6515,0.54,0.1642,95
13293,2012-07-13,3,1,7,1,0,5,1,2,0.68,0.6364,0.54,0.1045,59
13294,2012-07-13,3,1,7,2,0,5,1,2,0.66,0.6212,0.61,0.0896,17
13295,2012-07-13,3,1,7,3,0,5,1,2,0.68,0.6364,0.61,0.0,9
13296,2012-07-13,3,1,7,4,0,5,1,2,0.66,0.6212,0.61,0.0,11
13297,2012-07-13,3,1,7,5,0,5,1,2,0.66,0.6364,0.56,0.0896,34
13298,2012-07-13,3,1,7,6,0,5,1,2,0.7,0.6515,0.54,0.0,127
13299,2012-07-13,3,1,7,7,0,5,1,2,0.7,0.6515,0.54,0.0,380
13300,2012-07-13,3,1,7,8,0,5,1,2,0.7,0.6515,0.54,0.0,713
13301,2012-07-13,3,1,7,9,0,5,1,2,0.72,0.6667,0.51,0.0,414
13302,2012-07-13,3,1,7,10,0,5,1,2,0.74,0.6667,0.48,0.0,268
13303,2012-07-13,3,1,7,11,0,5,1,2,0.76,0.6818,0.45,0.1343,288
13304,2012-07-13,3,1,7,12,0,5,1,2,0.76,0.6818,0.4,0.1045,379
13305,2012-07-13,3,1,7,13,0,5,1,2,0.8,0.7121,0.38,0.1343,374
13306,2012-07-13,3,1,7,14,0,5,1,2,0.8,0.7121,0.38,0.0,369
13307,2012-07-13,3,1,7,15,0,5,1,2,0.8,0.7121,0.36,0.1045,353
13308,2012-07-13,3,1,7,16,0,5,1,2,0.8,0.7121,0.36,0.2239,492
13309,2012-07-13,3,1,7,17,0,5,1,2,0.8,0.7121,0.36,0.1642,835
13310,2012-07-13,3,1,7,18,0,5,1,1,0.78,0.697,0.46,0.194,631
13311,2012-07-13,3,1,7,19,0,5,1,1,0.74,0.6667,0.51,0.1642,488
13312,2012-07-13,3,1,7,20,0,5,1,1,0.74,0.6667,0.48,0.1343,389
13313,2012-07-13,3,1,7,21,0,5,1,1,0.72,0.6667,0.54,0.0,299
13314,2012-07-13,3,1,7,22,0,5,1,1,0.74,0.6667,0.45,0.0,263
13315,2012-07-13,3,1,7,23,0,5,1,2,0.72,0.6515,0.45,0.1343,212
13316,2012-07-14,3,1,7,0,0,6,0,2,0.72,0.6667,0.48,0.0896,191
13317,2012-07-14,3,1,7,1,0,6,0,2,0.7,0.6515,0.51,0.1045,118
13318,2012-07-14,3,1,7,2,0,6,0,2,0.7,0.6515,0.54,0.1045,101
13319,2012-07-14,3,1,7,3,0,6,0,2,0.7,0.6515,0.54,0.1045,40
13320,2012-07-14,3,1,7,4,0,6,0,3,0.66,0.6212,0.61,0.1045,9
13321,2012-07-14,3,1,7,5,0,6,0,2,0.64,0.6061,0.73,0.1045,5
13322,2012-07-14,3,1,7,6,0,6,0,2,0.64,0.5909,0.78,0.0896,35
13323,2012-07-14,3,1,7,7,0,6,0,1,0.64,0.5909,0.78,0.2836,48
13324,2012-07-14,3,1,7,8,0,6,0,1,0.62,0.5909,0.78,0.2836,151
13325,2012-07-14,3,1,7,9,0,6,0,1,0.66,0.6212,0.74,0.194,282
13326,2012-07-14,3,1,7,10,0,6,0,2,0.72,0.6818,0.7,0.0896,401
13327,2012-07-14,3,1,7,11,0,6,0,2,0.72,0.6818,0.7,0.1045,439
13328,2012-07-14,3,1,7,12,0,6,0,2,0.74,0.697,0.66,0.0896,499
13329,2012-07-14,3,1,7,13,0,6,0,2,0.76,0.7121,0.62,0.0896,591
13330,2012-07-14,3,1,7,14,0,6,0,1,0.8,0.7576,0.55,0.1045,632
13331,2012-07-14,3,1,7,15,0,6,0,1,0.8,0.7576,0.55,0.1642,560
13332,2012-07-14,3,1,7,16,0,6,0,2,0.72,0.697,0.79,0.3582,566
13333,2012-07-14,3,1,7,17,0,6,0,3,0.7,0.6667,0.79,0.1642,458
13334,2012-07-14,3,1,7,18,0,6,0,1,0.72,0.697,0.79,0.1343,351
13335,2012-07-14,3,1,7,19,0,6,0,1,0.72,0.7121,0.84,0.0896,431
13336,2012-07-14,3,1,7,20,0,6,0,1,0.72,0.7121,0.84,0.0896,356
13337,2012-07-14,3,1,7,21,0,6,0,1,0.7,0.6667,0.84,0.2239,269
13338,2012-07-14,3,1,7,22,0,6,0,1,0.7,0.6667,0.79,0.194,225
13339,2012-07-14,3,1,7,23,0,6,0,2,0.68,0.6364,0.83,0.0896,211
13340,2012-07-15,3,1,7,0,0,0,0,1,0.68,0.6364,0.89,0.1642,187
13341,2012-07-15,3,1,7,1,0,0,0,2,0.68,0.6364,0.89,0.1343,168
13342,2012-07-15,3,1,7,2,0,0,0,2,0.68,0.6364,0.89,0.1642,115
13343,2012-07-15,3,1,7,3,0,0,0,2,0.68,0.6364,0.89,0.1642,57
13344,2012-07-15,3,1,7,4,0,0,0,2,0.68,0.6364,0.89,0.1045,19
13345,2012-07-15,3,1,7,5,0,0,0,1,0.68,0.6364,0.89,0.1343,9
13346,2012-07-15,3,1,7,6,0,0,0,1,0.68,0.6364,0.83,0.1343,15
13347,2012-07-15,3,1,7,7,0,0,0,1,0.7,0.6667,0.79,0.0896,47
13348,2012-07-15,3,1,7,8,0,0,0,2,0.7,0.6667,0.84,0.1343,133
13349,2012-07-15,3,1,7,9,0,0,0,2,0.72,0.697,0.79,0.0,221
13350,2012-07-15,3,1,7,10,0,0,0,1,0.76,0.7273,0.66,0.1343,382
13351,2012-07-15,3,1,7,11,0,0,0,1,0.82,0.7727,0.52,0.1642,451
13352,2012-07-15,3,1,7,12,0,0,0,1,0.84,0.7727,0.47,0.1045,489
13353,2012-07-15,3,1,7,13,0,0,0,1,0.86,0.7879,0.41,0.1045,480
13354,2012-07-15,3,1,7,14,0,0,0,1,0.9,0.8182,0.37,0.2537,476
13355,2012-07-15,3,1,7,15,0,0,0,1,0.86,0.803,0.47,0.1343,489
13356,2012-07-15,3,1,7,16,0,0,0,1,0.86,0.7879,0.41,0.2239,495
13357,2012-07-15,3,1,7,17,0,0,0,1,0.8,0.7727,0.59,0.4925,436
13358,2012-07-15,3,1,7,18,0,0,0,3,0.72,0.697,0.79,0.3582,312
13359,2012-07-15,3,1,7,19,0,0,0,1,0.72,0.7121,0.84,0.2239,312
13360,2012-07-15,3,1,7,20,0,0,0,1,0.72,0.697,0.79,0.2537,294
13361,2012-07-15,3,1,7,21,0,0,0,1,0.72,0.697,0.79,0.0896,223
13362,2012-07-15,3,1,7,22,0,0,0,1,0.72,0.697,0.74,0.1045,130
13363,2012-07-15,3,1,7,23,0,0,0,1,0.72,0.697,0.79,0.1343,91
13364,2012-07-16,3,1,7,0,0,1,1,3,0.72,0.697,0.79,0.1045,43
13365,2012-07-16,3,1,7,1,0,1,1,2,0.7,0.6667,0.74,0.194,11
13366,2012-07-16,3,1,7,2,0,1,1,1,0.7,0.6667,0.74,0.1045,15
13367,2012-07-16,3,1,7,3,0,1,1,1,0.68,0.6364,0.79,0.0896,6
13368,2012-07-16,3,1,7,4,0,1,1,1,0.68,0.6364,0.79,0.1045,12
13369,2012-07-16,3,1,7,5,0,1,1,1,0.66,0.6061,0.78,0.1045,50
13370,2012-07-16,3,1,7,6,0,1,1,1,0.68,0.6364,0.79,0.1343,140
13371,2012-07-16,3,1,7,7,0,1,1,1,0.72,0.6818,0.7,0.0896,483
13372,2012-07-16,3,1,7,8,0,1,1,1,0.74,0.697,0.66,0.1045,667
13373,2012-07-16,3,1,7,9,0,1,1,1,0.76,0.7121,0.62,0.1642,348
13374,2012-07-16,3,1,7,10,0,1,1,1,0.8,0.7727,0.59,0.0,186
13375,2012-07-16,3,1,7,11,0,1,1,1,0.84,0.803,0.53,0.2239,182
13376,2012-07-16,3,1,7,12,0,1,1,1,0.84,0.7879,0.49,0.1343,237
13377,2012-07-16,3,1,7,13,0,1,1,1,0.84,0.7879,0.49,0.2836,239
13378,2012-07-16,3,1,7,14,0,1,1,1,0.88,0.8182,0.42,0.1045,212
13379,2012-07-16,3,1,7,15,0,1,1,1,0.86,0.803,0.47,0.2537,237
13380,2012-07-16,3,1,7,16,0,1,1,3,0.76,0.7273,0.66,0.5821,386
13381,2012-07-16,3,1,7,17,0,1,1,3,0.76,0.7273,0.66,0.5821,755
13382,2012-07-16,3,1,7,18,0,1,1,1,0.84,0.803,0.53,0.0,794
13383,2012-07-16,3,1,7,19,0,1,1,1,0.8,0.7879,0.63,0.1343,595
